Name,OS,RAM,Storage,Rating,Price,NormalizedSpecs
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U -,Windows 11 Home,16 GB,512 GB SSD,4.0,44981,amd ryzen 7 octa core processor16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP 15R,2025,,,4.0,32690,"intel core i3 processor (13th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office pro plus 2021, windows 11 pro1 year onsite warranty"
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.3,28990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
MSI Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,,40490,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP 250 G9 Intel Celeron Dual Core 12th Gen 4500u -,DOS,8 GB,256 GB SSD,3.6,23390,intel celeron dual core processor (12th gen)8 gb ddr4 ramdos operating system256 gb ssd39.62 cm (15.6 inch) displaydisk operating software no windows1 year onsite warrenty
Lenovo AMD Ryzen 3 Quad Core 7330U -,Windows 11 Home,8 GB,512 GB SSD,4.0,33990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 -,Windows 11 Home,16 GB,1 TB SSD,3.8,99000,intel core i7 processor (11th gen)16 gb ddr4 ramwindows 11 operating system1 tb ssd35.56 cm (14 inch) display1 year onsite warranty
MOTOROLA Motobook 60 Full Metal Intel Core 7,Series 2,,,4.2,73990,intel core 7 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system1 tb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.1,28490,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
Apple 2020 Macbook Air Apple M1 -,Mac OS Big Sur,8 GB,256 GB SSD,4.7,66990,"apple m1 processor8 gb ddr4 rammac os operating system256 gb ssd33.78 cm (13.3 inch) displaybuilt-in apps: imovie, siri, garageband, pages, numbers, photos, keynote, safari, mail, facetime, messages, maps, stocks, home, voice memos, notes, calendar, contacts, reminders, photo booth, preview, books, app store, time machine, tv, music, podcasts, find my, quicktime player1 year limited warraâ­nty"
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U -,Windows 11 Home,8 GB,512 GB SSD,4.2,39990,amd ryzen 5 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 yr. onsite
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
HP AMD Ryzen 5 Hexa Core 5600H -,AMD Radeon AMD,8 GB,512 GB SSD,,52590,amd ryzen 5 hexa core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Pavilion AMD Ryzen 5 Hexa Core 8540U -,Windows 11 Home,16 GB,512 GB SSD,4.0,49990,amd ryzen 5 hexa core processor16 gb lpddr5 ramwindows 11 home operating system512 gb ssd40.64 cm (16 inch) display1 year onsite warranty
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
MOTOROLA Motobook 60 Full Metal Intel Core 5,Series 2,,,4.4,62990,intel core 5 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
ASUS Chromebook Intel Celeron Dual Core N4500 -,Chrome OS,8 GB,128 GB EMMC Storage,3.8,16990,intel celeron dual core processor8 gb lpddr4x ramchrome operating system39.62 cm (15.6 inch) display1 year onsite warranty
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U -,Windows 11 Home,16 GB,512 GB SSD,4.2,31490,amd ryzen 3 quad core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
DELL Latitude 3540,2024,,,3.9,32750,"intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office pro plus 2021, windows 11 pro1 year onsite warranty"
DELL Latitude 3440,2024,,,4.1,29890,intel core i3 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021 pro plus1 year onsite warranty
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Laptop Intel Core i3 13th Gen 1315U -,Windows 11 Home,8 GB,512 GB SSD,4.4,34990,intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
HP AMD Ryzen 5 Hexa Core 5500U -,Windows 11 Home,16 GB,512 GB SSD,4.3,45490,"amd ryzen 5 hexa core processor16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office 2021 home & student, hp documentation, hp bios recovery, hp smart1 year onsite warranty"
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
Lenovo V15 Intel Intel Core i5 11th Gen 1135G7 -,Windows 11 Home,8 GB,512 GB SSD,4.1,37990,intel core i5 processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displayno1 year onsite warranty + 1 year accidental damage protection add on
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315U -,Windows 11 Home,8 GB,512 GB SSD,4.3,73800,intel core i3 processor (13th gen)8 gb ddr5 ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) display1 year onsite warranty
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
HP 15R,2025,,,,33490,"intel core i3 processor (13th gen)8 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office pro plus 2021, windows 11 home1 year onsite warranty"
Lenovo V 14,2025,,,3.6,39490,"intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 home1 year onsite warranty"
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U -,Windows 11 Home,16 GB,1 TB SSD,3.6,42990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system1 tb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
Lenovo ThinkBook 15 Intel Core i7 12th Gen 1255U -,Windows 11 Home,16 GB,512 GB SSD,,67999,intel core i7 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,256 GB SSD,4.2,33990,intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system256 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home & student 20211 yr. onsite + 1 yr. accidental damage protection
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
ASUS Chromebook Touch Intel Celeron Dual Core N3350 -,Chrome OS,4 GB,64 GB EMMC Storage,3.8,17566,intel celeron dual core processor4 gb lpddr4 ramchrome operating system39.62 cm (15.6 inch) touchscreen display1 year onsite warranty
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 -,Windows 11 Home,8 GB,256 GB SSD,4.0,25990,intel celeron dual core processor8 gb ddr4 ramwindows 11 operating system256 gb ssd35.56 cm (14 inch) display1 yr. onsite + 1 yr. accidental damage protection
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Apple MacBook Air Apple M1 -,Mac OS Big Sur,8 GB,512 GB SSD,4.7,93999,"apple m1 processor8 gb ddr4 rammac os operating system512 gb ssd33.78 cm (13.3 inch) displayimovie, siri, garageband, pages, numbers, photos, keynote, safari, mail, facetime, messages, maps, stocks, home, voice memos, notes, calendar, contacts, reminders, photo booth, preview, books, app store, time machine, tv, music, podcasts, find my, quicktime player1 year limited warra­nty"
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H -,Windows 11 Home,16 GB,512 GB SSD,4.2,52799,intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
ASUS Gaming V16,2025,,,4.8,79990,"intel core 5 processor16 gb ddr5 ramwindows 11 home operating system512 gb ssd40.64 cm (16 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), 
mcafee? 1 year, one-month membership of adobe creative cloud all apps1 year onsite warranty"
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
ASUS Vivobook 14,2025,,,4.8,69990,"intel core ultra 5 processor16 gb ddr5 ramwindows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), 
mcafee? 1 year, one-month membership of adobe creative cloud all apps1 year onsite warranty"
DELL MSO'2021 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.2,35890,"processor: intel i3-1215u (base- 0.9 ghz & turbo up to 4.40 ghz) 6 coresram & storage: 8gb ddr4 & 512gb ssdgraphics & keyboard: integrated & standard keyboarddisplay: 15.6"" fhd wva ag 120hz 250 nits narrow borderintel core i3 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.37 cm (15.5 inch) display1 year onsite hardware service"
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
ASUS AMD Ryzen 3 Quad Core -,Windows 11 Home,8 GB,512 GB SSD,,31490,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Infinix Intel Core i7 1255U -,Windows 11 Home,32 GB,512 GB SSD,4.6,44990,intel core i7 processor32 gb lpddr4x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
MSI Modern 14 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.4,30990,intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year warranty term
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
MSI Modern 14 Intel Core i7 13th Gen 1355U -,Windows 11 Home,16 GB,512 GB SSD,4.1,57990,intel core i7 processor (13th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP 255 G10 AMD Ryzen 5 Quad Core 7520U -,Windows 11 Home,8 GB,512 GB SSD,4.2,30900,amd ryzen 5 quad core processor8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaywindows 111 year onsite warranty
HP,2024,,,4.3,46390,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year warranty
Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.1,42990,intel core i5 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
DELL 15 AMD Ryzen 5 Quad Core 7520U -,Windows 11 Home,8 GB,512 GB SSD,4.2,39490,"amd ryzen 5 quad core processor8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite hardware service"
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
DELL 15 Intel Core i5 13th Gen 1334U -,Windows 11 Home,8 GB,512 GB SSD,4.3,49750,"intel core i5 processor (13th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite hardware service"
ASUS Vivobook S14,2025,,,,61990,"intel core i5 processor (13th gen)16 gb ddr5 ramwindows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), one-month membership of adobe creative cloud all apps, mcafee 1 year1 year onsite warranty"
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
Lenovo IdeaPad Slim 3 Intel Core 5 120U -,Windows 11 Home,16 GB,512 GB SSD,,54990,intel core 5 processor16 gb ddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
Lenovo IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.2,67990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
HP,2024,,,3.9,33790,intel core i3 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year warranty
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H -,Windows 11 Home,16 GB,512 GB SSD,4.3,61990,intel core i5 processor (13th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Acer One Intel Core i3 11th Gen 1115G4 -,Windows 11 Home,8 GB,512 GB SSD,4.2,28990,intel core i3 processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year warranty
ASUS VivoBook K15 OLED AMD Ryzen 5 Hexa Core AMD R5-5500U -,Windows 11 Home,16 GB,512 GB SSD,4.4,63680,amd ryzen 5 hexa core processor16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
DELL Latitude 3440,2024,,,,31790,"intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office pro plus 2021, windows 11 pro1 year onsite warranty"
HP Laptop AMD Ryzen 3 Quad Core 5300U -,Windows 11 Home,8 GB,512 GB SSD,4.2,30990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.37 cm (15.5 inch) display1 year onsite warranty
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Acer Aspire 5 15 Intel Core i5 13th Gen 1335U -,Windows 11 Home,8 GB,512 GB SSD,4.7,50990,intel core i5 processor (13th gen)8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Infinix X3 Slim Intel Intel Core i7 12th Gen 1255U -,Windows 11 Home,16 GB,512 GB SSD,4.2,42990,intel core i7 processor (12th gen)16 gb lpddr4x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U -,Windows 11 Home,16 GB,512 GB SSD,4.4,55487,intel core 5 processor16 gb lpddr4x ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year manufacturer warranty for laptop and 6 months for in-box accessories
HP 255 G9 AMD Ryzen 3 Dual Core 3250 -,Windows 11 Home,8 GB,512 GB SSD,4.0,27200,amd ryzen 3 dual core processor8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaywindows 111 year
Acer AMD Ryzen 7 Octa Core 5700U -,Windows 11 Home,16 GB,512 GB SSD,,39990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U -,Windows 11 Home,8 GB,512 GB SSD,4.1,32500,amd ryzen 5 hexa core processor8 gb ddr4 ram32 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaywindows1 year onsite warranty
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U -,Windows 11 Home,8 GB,512 GB SSD,4.1,39990,intel core i3 processor (13th gen)8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
ASUS VivoBook 14 AMD Ryzen 5 Hexa Core AMD R5-4500U -,Windows 10 Home,8 GB,512 GB SSD,4.4,49990,"amd ryzen 5 hexa core processor8 gb ddr4 ram64 bit windows 10 operating system512 gb ssd35.56 cm (14 inch) displaymy asus, splendid1 year onsite warranty"
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
